table_schema,table_name,ordinal_position,column_name,data_type,is_nullable,column_default
public,v_manage_cfg_pbx,5,config_version,bigint,YES,
public,v_manage_cfg_pbx,6,management_url,text,YES,
public,v_manage_cfg_pbx,7,credentials_ref,text,YES,
public,v_manage_cfg_pbx,8,verify_tls,boolean,YES,
public,v_manage_cfg_pbx,9,polling_enabled,boolean,YES,
public,v_manage_cfg_pbx,10,poll_interval_seconds,integer,YES,
public,v_manage_cfg_trunk,1,customer_slug,text,YES,
public,v_manage_cfg_trunk,2,customer_name,text,YES,
public,v_manage_cfg_trunk,3,trunk_id,text,YES,
public,v_manage_cfg_trunk,4,enabled,boolean,YES,
public,v_manage_cfg_trunk,5,config_version,bigint,YES,
public,v_manage_cfg_trunk,6,provider,text,YES,
public,v_manage_cfg_trunk,7,credentials_ref,text,YES,
public,v_manage_cfg_trunk,8,pbx_module_id,uuid,YES,
public,v_manage_cfg_trunk,9,monitoring_enabled,boolean,YES,
public,v_manage_cfg_trunk,10,concurrency_cap,integer,YES,
public,v_pbx_current_status,1,pbx_id,bigint,YES,
public,v_pbx_current_status,2,customer_slug,text,YES,
public,v_pbx_current_status,3,name,text,YES,
public,v_pbx_current_status,4,base_url,text,YES,
public,v_pbx_current_status,5,status,text,YES,
public,v_pbx_current_status,6,last_seen_ts,timestamp with time zone,YES,
public,v_pbx_current_status,7,last_change_ts,timestamp with time zone,YES,
public,v_pbx_current_status,8,in_maintenance,boolean,YES,
public,v_pbx_multitenant_flag,1,pbx_id,integer,YES,
public,v_pbx_multitenant_flag,2,multitenant_label,text,YES,
public,v_uptime_current_month,1,pbx_id,bigint,YES,
public,v_uptime_current_month,2,month_start,date,YES,
public,v_uptime_current_month,3,uptime_pct_raw,numeric,YES,
public,v_uptime_current_month,4,uptime_pct_sla,numeric,YES,
public,v_uptime_current_month,5,observed_seconds,bigint,YES,
public,v_uptime_current_month,6,down_seconds_raw,bigint,YES,
public,v_uptime_current_month,7,maint_overlap_seconds,bigint,YES,
public,v_uptime_current_month,8,unknown_seconds,bigint,YES,
public,v_uptime_current_month,9,computed_at,timestamp with time zone,YES,
public,v_uptime_history_monthly,1,pbx_id,bigint,YES,
public,v_uptime_history_monthly,2,month_start,date,YES,
public,v_uptime_history_monthly,3,observed_seconds,bigint,YES,
public,v_uptime_history_monthly,4,up_seconds_raw,bigint,YES,
public,v_uptime_history_monthly,5,down_seconds_raw,bigint,YES,
public,v_uptime_history_monthly,6,unknown_seconds,bigint,YES,
public,v_uptime_history_monthly,7,maint_overlap_seconds,bigint,YES,
public,v_uptime_history_monthly,8,down_seconds_sla,bigint,YES,
public,v_uptime_history_monthly,9,uptime_pct_raw,numeric,YES,
public,v_uptime_history_monthly,10,uptime_pct_sla,numeric,YES,
public,v_uptime_history_monthly,11,computed_at,timestamp with time zone,YES,
public,v_uptime_history_monthly,12,customer_slug,text,YES,
public,v_uptime_history_monthly,13,name,text,YES,
